,Posts,Label
3798, ነገርኳችሁ በፌርኮስሞ ያበዱ ፊኒሺንጉ ያላማረ የሀብታም ቤት የሚመስሉ ቫምፓይር ሴቶችን እንደበግ ደርድሮ ዳሌና ትከሻ እያስገመተ ለዝሙት የሚሸጥ ነውረኛ ጣቢያ ነው  ,Offensive
3799,የበግተራ ፕሮግራሙን በስንት ጩኸት አቁሞ እንደነበርም አስታውሳለሁ  ጣቢያው የአውሬው መንገድ ጠራጊ ደንበኛ ፀረ ኢትዮጵያ የጎረቤት ሀገር ጣቢያ ነው ይላሉ ውስጥ አዋቂዎቹ  ,Offensive
3800, የቫላንታይን እለት የሚባል የዝሙት ቀን በኢትዮጵያ ጮሆ እንዲስፋፋ ያደረገ  ከጣሪያ በላይ እያጮኸ ኢትዮጵያውያን ህፃናትን በቫለንታይን ሰበብ ከክብር ያሳነሰ  በዝሙት ጉጉት በጥማት እንዲቃጠሉ ያደረገ ትውልድ ገዳይ ጣቢያ ነው ,Offensive
3801, ጣቢያው ወጣቶችን ማእከል አድርጎ የሚቀረፅ  የሀይማኖት ምልክትም ማየት የማይፈልግ  ሂጃብሽን አውልቂ  ማእተብሽን በጥሽ  ፕሮቴስታንት ምሰይ  ምሰል ብቻ የሚል ነውረኛ  የቴሌቭዥን ጣቢያ ነው  ,Offensive
3802, ባይበላስ ቢቀር ብላ የፕሮቴስታንት ድርጅት አባል የሆነውን ጣቢያ ለቅቃ ለምኜ ብበላስ በማለት መውጣቷን የምናስታውሰው የቅርብ ጊዜ ትዝታችን ነው  ,Offensive
3803,ጣቢያው እምነት የግል ነው ሀገር የጋራ ነው የሚለውን መርህ የጣሰ ድርጊት ነው የሚፈፅመው  ይሄ ባለቤቱ የጎረቤት ሀገር የውጭ ዜጋ የሆነ ጣቢያ ገና ብዙ ነውረኛ ተአምር ያሳየናል  ,Offensive
3804, ትናንት ደግሞ አንጋፋዋን ተዋናይት እና የቴሌቭዥን ፕሮግራም መሪ ባለማእተቧን ሀና ዮሀንስን ኤርትራዊው የፕሮቴስታንት አማኝ ጣቢያ ማእተብሽን በጥሺ በማለት አካኪ ዘራፍ ሲል ቆይቶ ልጅቷ ጥንቅር በል  ማእተቤንማ አልበጥስም በማለቷ ምክንያት እንደተለያዩ ይፋ አድርጋለች  ,Offensive
3805,እስከዛሬ ለሚነሱበት ተቃውሞዎች ምንም አይነት ምላሽ የማይሰጠው ኢቢኤስ  ማንን ፈርቶ ይሰጣል በፊት በበረከት ስምኦን አሁን በፕሮነቱ በአቢይ አህመድ ይተማመናል  ማንን ፈርቶ እኛ እንደሆነ እኛው ነን ,Offensive
3806, በዚህ በኩል ሙስሊሞቹ ኦኦ  ትናንት ግን የግዱን ጣቢያውም ለተነሳበት ጥያቄ የማይመስል መልስ ሰጥቶ ዙሪያ ዙሪያውን ሲሽከረከር ከዋለ በኋላ አኞ የሆነ አዛ መግለጫ ቢጤም አውጥቶ ሊሸወደን ሲሞክር ውላል ,Offensive
3807, በመጀመሪያ አርቲስት ዮሴፍ ገብሬ   ጆሲ ኢንዘ ሀውስን   በሀይማኖቱ ምክንያት አሳባው ተጣሉት  ,Offensive
3808,ዝም አልናቸው  ቀጥለው ሰላማዊት ደጀኔን ማእተብሽን በጥሺ አሏት  እምቢዮ ስትላቸው ኤርትራውያኑ ኢቢኤሶች በይ ንኪው ብለው አባረሯት  ,Offensive
3809,አሁንም ዝም አልናቸው  በመሀል በአንዲት ማእተቧን ባስበጠሷት እና ለሆዷ ስትል በጣቢያው በምትሰራ ምስኪን ጋዜጠኛ አማካኝነት   ከእውቀት ማነስ  ምስጢረ ስጋዌን በማይገባ መንገድ በመግለጿ ምክንያት በእመቤታችን ላይ የተላለፈን ፅርፈት አስተካክሉ ሲባል እምቢዮ ብሎ በስንት ሽማግሌ ውትወታ በመምህር ዘበነ አማካኝነት ጣቢያው ሳይሆን ሰራተኞቹ በይፋ ይቅርታ ብለው ለማለፍ ሞከሩ ,Offensive
3810, አሁን ደግሞ በሀና ዮሀንስ ለከት የለሽ ድፍረታቸውን አስታወኩብን  ቅርሻታቸውንም አቀረሹብን  ,Offensive
3811, ለነገሩ እነሱ ምን ያድርጉ የጣቢያው ደንበኞች እንደሆነ እኛው ባለ ማእተቦቹ ነን  ,Offensive
3812,ተዘፍዝፈን ስናያቸው የምንኖር እኛው ነን  ዝሙቱን  ነውሩን ንቀቱን የሚግቱን እኛኑ ነው  እንደ ሙስሊሞቹ ዲኔ ተነካ የማንል  ሀይማኖታችንን ለማስከበር ወኔም ሀብረትም የሌለን  ልፍስፍስ ሀሞተ ቢስ  የመጣ ሁሉ በአይናችንም  በጆሮአችንም ላይ የሚፀዳዳብን  ክብር አጥተን ክብራችንን በፈቃደኝነት የሸጥን  እኛው እኮ ነን ቴሌቭዥን ብርቁዎች  ,Offensive
3813,ንጠየቅ አቤት  ሳንላክ ወዴት የምንል  እናም  ምን ያድርግ መንጋ ጎጋ ሲያገኝ  ምን ያድርግ ገና ጉድ ያሳየናል  ,Offensive
3814, ኢቤኤስ በመግለጫው በፊትም አስወልቃለሁ  አሁንም አስወልቃለሁ  ወደፊትም ማስወለቄን አጠንክሬ እገፋበታለሁ  ,Offensive
3815,እዚህ ላይ ነው መነጋገር ያለብን  ሲኖዶሱ እንዳንል እሱን እንዝለለው  ሲኖዶሱን አንረብሸው  ተከብረው የሚያስከብሩን አባቶች እስኪፈጠሩ ድረስ ሲኖዶሱን አንቀስቅሰው ,Offensive
3816, ለመንጋው ክብር የሚጨነቅ እረኛ እስኪነሳ ድረስ ጮጋ እንበል  ስንትና ስንት ጉዳይ ዝም ያለን አካል ለማእተብ ጉዳይ ጆሮ ይሰጠናል ብለን አናስብ  ,Offensive
3817,ማሀበራትም ንግድ ላይ ናቸው  ይሄን ጉዳይ እንደቀላል ነው የሚቆጥሩት  ,Offensive
3818,ማእተብክን ካልበጠስክ እንጀራ መብላት አትችልም በሚለውና ማእተብክን ካልበጠስክ አንገትህን ነው የምቆርጠው በሚለው መሀል ልዩነቱ እኮ  ዘግይቶ ይገድልሀል  ያኛው በሰከንድ ቆርጦ ይገላግልሀል  ኢቢኤስ የተዋህዶ ልጆች አራጅ ነው ,Offensive
3819,ኢቢኤስ የሚሰሩ ማእተባቸውን በጥሰው የሚሰሩት ሆዳም ጋዜጠኞችም ያው ከሀዲ መናፍቅ ናቸው  ,Offensive
3820, በቀደም ሰሞኑን መምህር ዘበነ ለማ ሽማግሌ ሆኖ ያስታረቃት ልጅ ስትናገር እንዲህ ስትል ሰማኋት  እርስዎ አለች  ,Free
3821,እርስዎ እኮ ረስተውኝ እንጂ አሜሪካ ሆነው በየቀኑ ምሽት ምሽት እየደወሉ ብቻዬን ያስተምሩኝ  ያፅናኑኝም የነበሩ ነዎት አለችው ,Free
3822," በሀገረ ስብከት ደብዳቤ  በሚሊዮን የስልክ ጥሪ የማይገኙትን መምህራችንን መምህር ዘበነ ለማን ጋዜጠኛዋ እንዲያ አለቻቸው 
 ",Free
3823,ማእተቧን በጥሳ ነው የምትገባው  ደግሞ እኮ የሰንበት ተማሪ ነኝም ባይ ናት  እናም የሆነ ቀን ሲደብራት ማእተቤን አውልቂ አሉኝ እያለች ትለፋደድብንም ይሆናል ,Offensive
3824, እንደ ሀና አላወልቅም ብሎ ውልቅ ማለት ነው እንጂ የምን ከደበሯት በኋላ ስትባረር እየዬ ማለት ነው  ያኔ እዬዬ ብትል እኔ በበኩሌ አልሰማትም    ነፍሰ ጡሯ ማእተብሽን አጥብቂ  አጥልቂ  እሰሪም  ,Free
3825, ኢቢኤስን ከቻናላችሁ ላይ መደለት  ዩቲዩብ አንሰብስክራይብ ማድረግ  ወዘተ እሱ አንዱ አማራጭ ቢሆንም መፍትሄው ግን ሌላ ነው  እንደሚታወቀው የቴሌቭዥን ጣቢያዎች ቀጥ ብለው የሚቆሙት በስፖንሰርና በማስታወቂያ ገቢ  በዩቱዩብም ሽቀላ ነው  ,Offensive
3826,እናም አሁን ያለው አማራጭ ሌሎቹን ዘዴዎች መጠቀሙ እንዳለ ሆኖ በኢቢኤስ ላይ ማስታወቂያ የሚያስነግሩ ድርጅቶችን በመጀመሪያ መዝግበን እንያዝ  ከዚያ ወደ ቀጣዩ ትግል እንገባለን  ይሄን ብሽቅ ጣቢያማ ልኩን ማሳየት ተገቢ ነው ባይ ነኝ  ,Offensive
3827, የኢትዮጵያ ፕሮቴስታንት ነን ባዮች ግን አንዳንዶቹ እያሳቁኝ እያሳቀቁኝም መጥተዋል  መንግስታችን ጰንጥጧል ብለው እንዲህ ባይወበሩ መልካም ነው  ,Offensive
3828,ያ ማነው የሚሉት ሰኞ ጠዋት ዝናብ ዘንቦ ፈረስ ፊት የሆነ ዮናታን ተብዬው ሶዬ ልቅና ክፍት አፉን አቢይ አህመድን ተማምኖ እንዲያ ሲዝረከረክብን ዝም ያልነው ሳያንስ አሁን አሁን በዚህ መልክ የመጣውን ውጊያ ግን ለመመከት መዘጋጀቱ መልካም ነው ባይ ነኝ  ,Offensive
3829, መጀመሪያ በኢቢኤስ የቴሌቭዥን ጣቢያ ላይ ምርቶቻቸውን የሚያስተዋውቁ ድርጅቶችን መመዝገብ እንጀምር ,Offensive
3830, ከዚያ ቀጣዩን አብረን ማየት ነው  አሁን ግን ትኩረታችንን ወደ ሰሜኑ የሀገሪቱ ክፍል እናዙር  በጦሰኛዋ ህወሀት ምክንያት የመጣው መቅሰፍት ለህዝቡ ተርፏል  ረሀብ አስፈሪ ደረጃ ላይ ደርሷል   ,Free
3831,በኦሮሚያም አማራና ኦርቶዶክስን እንደ አዲስ መግደሉ ተጀምሯል  ከትግራይን ቀጥሎ አሁን ተረኛው አማራ ነው  ለአማራ እነ አቢቹ ከሱዳን ጋር ምን እንደ ዶለቱለት አይታወቅም  ,Free
3832,መከላከያውን ደጀን አድርጎ የአማራን ልዩ ሀይል በክላሽ የሱዳንና የአረቡን ጦር እንዲገጥም ወደ ግንባር እየላኩት ነው ,Free
3833, በጎን ደግሞ  ሺ የኦሮሞ ጦር ሰልጥኖ የት እንደተደበቀ ፈጣሪ ነው የሚያውቀው  አዎ ትኩረታችንን ወደ ሰሜን እናዙር   ,Free
3834, ሱዳን እየነደደች ነው  የራሷ ጉዳይ ,Free
3835, ግብፅ እየተናጠች ነው  የራሷ ጉዳይ ,Free
3836, ለራሳችን እንጨነቅ  ,Free
3837,ኢ ቃ ጢ ላ ል   ሂ ኢ  ,Free
3838,ቀጥላ በኢቢኤስ ፀረ ተዋህዶ ዱላ የተመታችው ጋዜጠኛ ሰላማዊት ደጀኔ ነነበረች ,Offensive
3839, በደብዳቤው ባለማእተቦችን ማእተባቸውን ማስበጠሱን እገፋበታለሁም ብሏል  ይኸው ነው  ,Offensive
3840,ኢቢኤስ የሚቀጣው በኢቢኤስ ምርትና ድርጅታቸውን በሚያስተዋውቁ ድርጅቶች ላይ እቀባ ሲደረግ ብቻ ነው ,Offensive
3841, በዶላር እየሸቀለ ብር የሚወረውር ጣቢያን ቻናሉን መደለቱም እንዳለ ሆኖ ይሄኛውን መንገድ ማጠናከር ነው  ማሀበራትም ድርጅቱን ማነጋገሩ መልካም ነው ,Offensive
3842,ለኢቢኤስ ለመደውል  ቅሬታና ተቃውሞአችሁን ለመፃፍ የምትፈልጉም አድራሻው ይሄ ነው ተብሏል ,Offensive
3843, በአማሪካም በኢትዮጵያም ድርጅቱ አድራሻ አለው  ቢያንስ መደወል አያቅታችሁም ,Offensive
3844,ሁለቱ የዛሬ ዜናዎች ናቸው  ,Free
3845,ዜና አንድ  ,Free
3846, በአጅሪት መርዞ በእሜይቴ ህወሀት ጦስ ምክንያት በጦርነት የደቀቀችውን  በረሀብ እና በጠኔም የደከመውን በሞት አፈፋፍም ላይ የሚገኘውን የትግራይ ህዝብ እና በሰው ሰራሽ ችግር ምክንያት ቤኒሻንጉልን ኦሮማይዝድ ለማድረግ ሲባል ,Offensive
3847, ሚልዮን የተራበ ህዝብ ለመመገብ ታማኝ በየቀበሌው አኩፋዳ ይዞ እንዲለምን የተፈደለት መሆኑንም ራሱ ታማኝ ዛሬ ጋዜጠኞች ሰብስቦ የልመና ስራውን በይፋ መጀመሩን እንዳበሰረን የኢቢሲ ዜና ያመለክታል   ,Offensive
3848,ዜና ሁለት  ,Free
3849,እዚያው ኢትዮጵያ ውስጥ በኦሮሚያ ውስጥ ወርልድ ቪዥን የተባለው አለምአቀፍ የእርዳታ ድርጅት ከኦሮሚያ ክልላዊ መንግስት ጋር የ  ቢልዮን ዶላር ነው ብር የልማት ድጋፍ ትብብር ለማድረግ ከኦሮሚያ ሀገረ መንግስት የገንዘብና ኢኮኖሚ ትብብር ሚንስትር መስሪያ ቤት ጋር መፈራረሙን ይነግረናል ,Free
3850, ለአማራና ለትግሬ ታማኝ በየነን ስለማርያም ብለህ ለምን ብለህ ስታበቃ ለኦሮሚያ ግን  በኢየሱስ ስም ብለህ ቢልዮን ብር መመደብ ኧረ ጡር ነው  ግፍም ነው  ምንሼ ነው ,Offensive
3851, ለጊዜው የብልፅግና መንግስት በሰሜኞቹ መካከል መስራት የፈለገውን ለመስራት የተሳካለት ይመስላል  ,Free
3852,ውሻዋ ህወሀት በቀደደችው ቀዳዳ ጅቡ ብልጥግና ሰተት ብሎ ገብቶ የልቡን እያደረሰም ይመስላል  ,Offensive
3853, አሁን አጅሬ መርዞ ነቀርሳዋ ህወሀት ያለያያቻቸውን ትግሬና አማራን ብልጥግና በደንብ ተጠቅሞበት አንዱን በአንዱ አቀጣቅጦ የሰሜኑን ኦርቶዶክሳዊ ክፍል ለሁለት ከፍሎታል  ,Offensive
3854,አማራን በትግሬዋ ህወሀት በኩል ብለው ብለው ያልቻሉትን  ብልጦቹ በአንድ ጊዜ ትግሬን አፈር ከደቼ አብልተው ለማኝ አድርገውታል  ,Offensive
3855,የጦር መሳሪያ በእጁ እንዳይዝ አድርገው ሽባ አድርገውታል  የሚበላውን ሰፍረው እየሰጡ ጠባቂ የእኔ ቢጤ አድርገውታል  ፋብሪካዎቹ ተነቅለው ተወስዷል  መጪው ጊዜ በትግራይ አስፈሪ ነው  ,Offensive
3856, አማራን ለጊዜው ወልቃይት  ጠገዴና ራያን ይዞ እንዲሸልል አድርገውታል  ,Offensive
3857,በቀጣይ የትግራይን ሽባነት ካረጋገጡ በኋላ ምን እንደሚያደርጉት ከወዲሁ መገመት አያቅትም  ልቀቅ ይሉታል  አልለቅም ይላል ,Offensive
3858, ከዚያ በጁንታው ላይ የተፈፀመውን በአማራውም ላይ የዳቦ ስም አውጥተው ያተራምሱታል  ድሮን ከኤምሬትስ  በጀት ከአውሮጳ ይይዝና ይገጥማል ,Offensive
3859, ከዚያ በፊት ግን ከሱዳን ጋር በተነጋገሩት መሰረት የሰሜኑን ጦረኛውን አማራ በግብፅና በአረቦቹ መሳሪያ እስከ አፍንጫው ከታጠቀው ከሱዳን ጋር ያቧቁሱታል  ,Offensive
3860,የአማራ ልዩ ሀይል  የአማራ ፋኖን ከአረቦቹ ጋር እንዲገጥም ያደርጉና ጭዳ ያደርጉታል  አሁን ሰሞኑን በጎንደር ያለምክንያት ታስረው የከረሙት ፋኖዎችን ያለምክንያት በነፃ ፈትተው እየለቀቋቸው ነው ,Offensive
3861, ፋኖ ዘሎ ሱዳንን ግጠም ይሉታል  ,Offensive
3862,መከላከያ ጮጋ ብሎ ከዳር ሆኖ ያያል  ሰሜኑ ለስልጣን እንዳያሰጋ ተደርጎ ይቀጠቀጣል  ከኑመጋ ዱቢን  ,Offensive
3863, ከዚያማ ምን ጥያቄ አለው  አቢቹ ፈገግ እያለ መጥቶ ኢትዮጵያ አትፈርስም ይልልሀል መንጋው ደግሞ ተግተልትሎ  አሜን ሀሌሉያ  ይልልሀል  በሰሜን እኮ ስራቸውን ጨርሰዋል   ,Offensive
3864, ህወሀት ሆይ ነፍስሽ አይማር  ,Offensive
3865, የጣና እንቦጭ ዘጭ ብሏል  ከ ሚልየን ብር በላይ በልተውበት ጣና ወደ የብስነት ሊቀየር እየተንደረደረ ነው  በጎንደር በኩል ያለው ጣና እያለቀለት ነው  ነዳጅ በባህርዳር ከጠፋ  ወር ሆኖታል  ,Offensive
3866,ትራንስፖርቱ ዘጭ ብሏል  ኢኮኖሚው በአማራ ተንኮታኩቷል  ,Offensive
3867,ከህወሀት ጋር በነበረው ጦርነት ክልሉ የሰው ሀይልም አጥቷል  በጀቱንም ለጦርነቱ አውጥቶ ጨርሶታል ,Offensive
3868, አማራና ትግሬን በከባዱ ሶቶ ገብተውላቸው እንደጆተኒ እያገለባበጧቸው ነው  ጎጃም በመፈናቀል ተተራምሷል ,Offensive
3869, በሀይማኖት ጊዜውን ጠብቆ የሚፈነዳ ፈንጂ ቀብረው እየነካኩት ነው  ቡም     ,Offensive
3870, የተቀረው ህዝብ ከ  ጋር በማእተብ ጉዳይ ጦርነት ላይ እንዲጣድ ተደርጓል  ደቡብ እሳትና መፈናቀል እረፍት ተነስቷል ,Offensive
3871, ሶማሌና አፋር መሀል ተኩስ ተጀምሯል  በወለጋ  በምእራብ ሸዋ አሁንም አማሮች እየተገደሉ ነው  ,Offensive
3872,አዲስ አበባ በየቦታው የሚለኮስላትን እሳት እየሞቀች ፀጥ ረጭ ብላለች  ,Offensive
3873, በኢቢሲ ዜና እንሰነባበት  ,Free
3874, ዎርልድ ቪዥን ኢትዮጵያና የኦሮሚያ ክልል የ ቢሊየን ብር የልማት ድጋፍ ስምምነት ተፈራረሙ ,Free
3875, ዎርልድ ቪዥን ኢትዮጵያ እና የኦሮሚያ ክልል የ ቢሊየን ብር የ አመት የልማት ድጋፍ ስምምነት ተፈራርመዋል  ,Free
3876,ድጋፉ  ሚሊዮን ሰዎችን ተጠቃሚ የሚያደርግ ሲሆን ከነዚህ ውስጥ  ከመቶው እናቶችና ህፃናት እንደሚሆኑ ተጠቁሟል  ,Free
3877,ገንዘቡ ትምህርትን ለማስፋፋት  የውሀ አቅርቦትን ለማሻሻልና እና ለማህበረሰብ ልማት እንደሚውል ተገልጿል  ,Free
3878,ስምምነቱን  የዎርልድ ቪዥን ኢትዮጵያ ዳይሬክተር ካርመን ቲል እና የኦሮሚያ ገንዘብና ኢኮኖሚ ትብብር ቢሮ ሀላፊ አቶ ቶሎሳ ደገፋ ተፈራርመዋል  ,Free
3879,ስምምነቱ በኦሮሚያ ክልል የሚገኙ  ወረዳዎችን ተደራሽ እንደሚያደርግ ተገልጿል  ,Free
3880,ዘገባው የጋዜጠኛ መንግስቷኩማ ነው  ,Free
3881,ሰሜነኞች ሆይ ፈጣሪ ይሁናችሁ   ,Offensive
3882,ለኦሮሚያ ወርልድ ቪዥን   ጭውቴው በቢሊዮን ዶላር ነው  ሂኢ  እኔ የምለው ወርልድ ቪዥን ግን ሀይማኖቱ ምንድነው ለጠቅላላ እውቀት ነው ,Offensive
3883,የኢትዮጵያ ነገር   ሱዳን እንኳ በአቅሟ ደፍራ ወረረችን  ከኢትዮጵያ መንግስት ጋር ተስማምቼ ነው ኢትዮጵያን የወረርኩትም ብላለች እሜይቴ ሱዳን ,Free
3884, አቢይና ሽመልስ ወራሪውን የሱዳኑን መሪ ናዝሬት ድረስ ወስደው በዝግ መክረው  ጋሻና ጦር ሸልመው ከሰደዱት በኋላ ነው ሱዳን ደፍራ  ተደፋፍራ ኢትዮጵያን የወረረችው ,Offensive
3885, በወረራው  የኢትዮጵያውያን ባለሀብቶች ንብረት በሱዳን ጦር ተዘርፏል  ወድሟል  ዜጎች ተገድለዋል  ,Free
3886,ኢትዮጵያውያን አርሶአደሮች ወረራውን ሸሽተው በስደት ወደ መሀል ሀገር ሸሽተዋል  አሁን የሱዳን ጦር ምእራብ አርማጨሆ መድረሱ ተዘግቧል  ,Free
3887, የኢትዮጵያ መከላከያ ሰራዊት ለጊዜው አፈግፍጓል  የአማራ ልዩ ሀይልም እስከ ሰሞኑን ድረስ በቦታው እንዲጠጋ አልተደረገም  አልተፈቀደለትምም  ,Free
3888,አሁን ግን የአማራ ልዩ ሀይል በገፍ ወደ ስፍራው እንዲገባ ተደርጓል  የምስራቅ እዝም ወደ አውደውጊያው ስፍራ መንቀሳቀሱ ነው የተነገረው  ,Free
3889, መከላከያም  ልዩ ሀይሉም ባልነበሩበት  የሱዳንን ጦር መክተው የመከላከል ስራ የሰራው ፋኖ ነበር ይላሉ የአካባቢው ሰዎች  ,Free
3890,የኢትዮጵያውያኑን ባለሀብቶች ካምፕ ያቃጠሉትን የሱዳን ወራሪዎች መክተው አባረው የእነሱን ሰዎች ካምፕም አቃጥለው ብድራቸውን መመለሳቸውም ተነግሯል ,Free
3891, በዚህ ሁኔታ ብአዴን አለመደሰቱ ነው የተነገረው  በሰጨው  ,Offensive
3892, በውጊያው ላይ ጀብዱ የፈፀመውን ፋኖ ብርሀኑን ዘብጥያ ወርውሮታል አሉ  ፋኖ ብርሀኑ ነጋ የፍርድ ሂደቱ በምእራብ ጎንደር ዞን ጉዳዩ መታየት ሲገባው ወደ ማእከላዊ ጎንደር መምጣቱ ትክክል ያለነበረ ሲሆን የልጁ የክስ ጉዳይ እንደገና ወደ ምእራብ ጎንደር ዞን ከፍተኛ ፍርድ ቤት ተመልሶ ፍርድቤቱም ምንም የሚያሳስረው ወንጀል አላገኘሁበትም በማለት በነፃ ለቅቆታል  ,Free
3893,ብአዴን ግን በሰጨው  በሰጨውና ይሄን የፋኖ ጀግና እንደገና በማእከላዊ ጎንደር ዞን ጠቅላይ ፍቤት የሱዳን ካንፕ አቃጥለሀል ተብሎ ክስ ቀርቦበት እነሆ እስከ አሁኑ ድረስ ፍትህ ተጓድሎበት በወሀኒ ቤት እየማቀቀ ይገኛል  ,Offensive
3894,ሀገሬ ኢትዮጵያ ሞኝነሽ ተላላ,Free
3895,የሞተልሽ ቀርቶ የገደለሽ በላ ,Free
3896, ሱዳን  ግብፅ  አሜሪካ  እንግሊዝ  ሳኡዲ አረቢያ  የተባበሩት አረብ ኤምሬትስ እና ኢትዮጵያ በአማራ ወረራ ጉዳይ ምን እንደመከሩ  ምን እንዳሴሩ  አይታወቅም  ,Free
3897,ምን እንደደገሱልንም አይታወቅም  ሲጀመር የትግራይ ጦርነት የአቢይ መንግስት በሚፈልገው መንገድ አልተካሄደም  ,Offensive
3898,መንግስት ጦርነቱ ከነፍጥ ይልቅ ዝብዝብ ብሎ አሰልቺ ንትርክ እየፈጠረ እንዲቆይ የፈለገ ይመስል ነበር  ነገር ግን ድራሿ ይጠፋ ዘንድ እግዚአብሄር ህወሀት ይቀስፋትም ዘንድ ስለፈለገ ህወሀትን አንቀዥቅዦ ወደ መቀበሪያዋ ጦርነት አስገባት  መከላከያው ላይ እርምጃ መውሰዷ ሞቷን አፋጠነው  ,Offensive
3899, አቢይ የትግራዩ ጦርነት በተጀመረ በጥቆት ቀን ውስጥ የሱዳኑን መሪ ኢትዮጵያ ለሁለት ቀን ይፋዊ ጉብኝት ጠራው  ጋበዘው ,Offensive
3900, የሱዳኑ መሪም ወደ ሀገሩ ጠዋት መጥቶ ከሰአት ተመለሰ  ቆይቶ አቢይ ወደ መቀሌ ሄደ  ሱዳን ደግሞ ጎንደርን ወረረች  የሱዳኑ መሪም ለምን ሲባሉ ከኢትዮጵያ ጋር ተስማምቼ ነው ብሎ አረፈው  ,Offensive
3901, አሁን ፍርዱ ከእግዚአብሄር ነው  ሴረኞች የፈለጉትን ሊያሴሩ ይችላሉ  እግዚአብሄርስ ፈቃዱ ምንድነው  ነው ጥያቄው መሆን ያለበት ,Offensive
3902, ኢትዮጵያ ሀገረ እግዚአብሄር ናት  ረቂቅ መንፈሳዊትም ናት  መሪዋ  ጠባቂዋም እግዚአብሄር ብቻ ነው  በሌሎች አይን ስትታይ ደቃቃ ናት  አውሬው ግን በደንብ ነው የሚያውቃት ,Free
3903, እሷን ለማጥፋት የማይፈነቅለው ድንጋይ የለም  የማይቆፍረው ጉድጓድ  የማይጭረው እሳትም የለም  ኢትዮጵያ ግን ፌሮ ብረት ናት  አልማዝ እንቁ  እሳትም መጋዝም የማይቆርጣት እንቁ  ,Free
3904, የምድር ጦርነቱ አልተጀመረም  የአማራ ልዩ ሀይል ወደ ድንበር ተጠግቷል  መከላከያው እያለ ልዩሀይሉን መላኩ ትክክል ባይሆንም የሆነው ሆኖ እግዚአብሄር ያውቃል  ,Free
3905,ድሉ የእግዚአብሄር ነው  በወንጭፍ ጎልያድን ጥሎ ያሳያን እግዚአብሄር አሁንም ያንኑ መድገም ይችላል  ,Free
3906, ከኢትዮጵያ በኩል እሳት እንዲጫርባት ስትጠብቅ የነበረችው ሱዳን የኢትዮጵያ አምላክ ከውስጥ ከአንጀቷ  ከእምብርቷ ላይ ሰደድ እሳት ለቆባታል  በራሷ የውስጥ ችግር እየነደደች ነው  ዳርፉር በሚባለው ግዛት ጦርነት ተከፍቷል  መሀል ሱዳን በተቃውሞ ነዷል  በየቦታው እሳት ነው  ዘረፋው ተጧጡፏል  ብአዴን ይሄንንም ሲሰማ ያብድ ይሆናል ,Offensive
3907, እግዚአብሄር በአካል ቢገለጥ ወልድ እየሱስ ክርስቶስ ቢገለጥ ብአዴን ከማሰር  መልሶ ከመስቀል የሚመለስ አይደለም  ኢትዮጵያ እጆቿን ወደ እግዚአብሄር መዘርጋቷን ቀጥላለች  እግዚአብሄርም እየፈረደላት ነው  ,Offensive
3908, ግብፅም እንዲሁ ታውካለች  እንደ ቅቤ እየቀለጠች ነው ,Offensive
3909, እንደ ወተት እየተናጠች ነው  እነሱ ኢትዮጵያ ላይ ይደክማሉ  የኢትዮጵያ አምላኳ ደግሞ እነሱን ያደክማል  ኢትዮጵያን ነክቶ ሰላም የሚሆን የለም  ተናገርን ኢትዮጵያን አትንኩ ,Offensive
3910, በዚያ ሰሞን ዶናልድ ትራንፕ የተባለ የአሜሪካን ፕሬዘዳንት የነበረ ግለሰብ  ሲያቀብጠው ለግብፅ አግዞ ኢትዮጵያ ላይ የማይገባ ቃል በድፍረት ተናገረ  ዛተ  አስፈራራም  ብዙም አልቆየ የኢትዮጵያ አምላክ ሰውዬው ላይ በቁጣ ተገለጠ  ቆሌውንም  ቀልቡንም ገፈፈው  ሌጣውን አስቀረው  ከነስም አጠራሩም ተደመሰሰ  የኢትዮጵያ አምላክ ቀላል አይደለም  ብዙዎች እንዲህ ሲባል አይገባቸውም  ይከብዳቸዋል  ,Offensive
3911, በረሀማው የአረቡ አለምም እንግዳ ክስተት መጥቶበታል  ጉድ ነው የፈላበት  አረቦች በጎርፍና በበረዶ እየተጥለቀለቁ እያየን ነው  ,Offensive
3912,ይሄ ለአረብ ቁጣ ነው  አውሮጳም በጎርፍ  በኮሮና እየተቀጣ ነው  እንግሊዝና ፈረንሳይም የእግዚአብሄር ጣት ከብዳባቸዋለች  ጎርፍ  ኮሮና  እያስጨነቃቸው ነው  ኢትዮጵያን አትንኩ  ተናግረናል  ,Offensive
3913, የእግዚአብሄርን ድንቅ ስራ ብቻ ተመልከቱ  በዚህ ሰአት መጨረሻው ባይታወቅም የኤርትራ ከእናት ሀገሯ ጎን መቆም አስደናቂም  አስገራሚም ተአምር ነው ,Offensive
3914, ኢትዮጵያዊው ኢሳይያስ አፈወርቂ ንስሀ ገብቶም ይሁን ራእይ አይቶ  ወይም ወያኔን መበቀል ፈልጎ  ብቻ ሳያስበው የኢትዮጵያ ደጋፊ ሆኖ ተከስቷል ,Offensive
