"Posts","Label"
"ስለምታደርጉት ሁሉ ፈጣሪ ውለታችሁን ይከፈላችሁጆሀ ","Free"
"ሳሙኤል ሞላ ከርሷ ጋር ያደረግነውን ቃለምልልስ ከታች ያለውን ","Free"
"ሊንክ በመጫን መመልከት ትችላላችሁጋ ","Free"
"ቤተ መቅደስ ላይ አስለቃሽ የጭስ ቦንብ በመተኮስ ","Free"
"የሚፈታ ችግር የለም ዞ ብኡእ አቡነ ዮሴፍ የቅዱስ ሲኖዶስ ዋና ፀሀፊ ብኡእ አቡነ ዮሴፍ በሰጡት መግለጫ በመካነ ሰላም ቅዱስ እስጢፋኖስ ቤተ ክርስቲያን ቅጥር ግቢ ውስጥ ተሰባስበው ","Free"
"በሚዘምሩ ኦርቶዶክሳውያን ላይ የመንግስት የፀጥታ አካላት ያልተገባ እርምጃ መወሰዳቸውን ገልፀዋልጋ ","Free"
"በስመ ሀይማኖት እኩልነት ቤተ ክርስቲያን በየጊዜው ድርሻዋን ማጣት የለባትም የመስቀል አደባባይ ","Free"
"ባለቤት የኢትዮጵያ ኦርቶዶክስ ተዋህዶ ቤተክርስቲያን መሆኗ ለጥያቄ የሚቀርብ አይደለም ሙብኡእ አቡነ ","Free"
"መልከፄዴቅ ","Free"
"በመርፌ ቢያመክናት በፀበል ወለደች ","Free"
"የህፃን ሄርሜላን ህይወት ለማትረፍ ደህና አስከትሆን በየቀኑ ብር በላይ ","Free"
"የሚያወጣ ውድ መድሀኒት ያስፈልጋታልፀ ምክንያት ይሁንሀ የፀጥታ ሀይልተ መስጊድና ","Free"
"ዘአንደበቴን በቅኝ አላሰገዛምዞ ያለ ቀን ከአገር ተሰደደየ ","Free"
"ነፃነት የታወጀ ሲመሰለው ወደ አገሩ ተመለሰየፎ ","Free"
"በነፃነት የመሰለውን ሲናገር ኖረየ ፍትህና ነፃነት ","Free"
"በእውነት እንደሌሉ የተሰማው ሰአትም ቢሆን ቀድሞ ","Free"
"ራሱን አላፈነምየሀ ለአገሩ ይጠቅማል ያለውን ሀሳብ ","Free"
"ማንንም ሳይፈራ በድፍረት መናገሩን ቀጠሎሀ ","Free"
"አልሰረቀየ አላጭበረበረየ መንጋ አላሰለፈየ ","Free"
"የተመካበት ግዙፍ ሀሳብ ኢትዮጵያዊነት ብቻ ነበርየኔ ","Free"
"ኢትዮጵያዊነት የሚያሰለፍለውን ቡሩክ ዋጋ ከፈለ ","Free"
"ብለን እንደሰታለን እንጂየ የታሰረውሰ ራሱ ነፃነት ","Free"
"መሆኑን አወቅንየሀ ","Free"
"እንግዲህ ዞነፃነት ራሱ ይፈታስ ብለን እንጮሀለን ","Free"
"እንጂ ታምራትን ፍቱት ብለን አንወርድምበ ","Free"
"ዛሬም ታዛቢነት አብሮን ዘለቀ እንጂ ኪሳራው የማን ","Free"
"እንደሆነ በገሀድ ይታያልጋ ","Free"
"የቱሪስት ፍሰቱ በመዳከሙ አሁን ደግሞ ከአራት ","Free"
"ወራት በላይ በትህነግ ወራሪዎች ተይዞ በመቆየቱ ","Offensive"
"ለከፍተኛ ችግርና ርሀብ ተጋልጦ ህልውናው አድጋ ","Free"
"ላይ ወድቋልታኔ በአሁኑ ወቅት ቦታው ከወራሪዎች ነፃ ","Free"
"በመሆኑ ለዚህ የታሪከ ባላደራና ቅርስ ጠባቂ ለሆነው ","Free"
"ማሀበረሰብ በህይወት ለመድረስ ዘአንድ ሰው አንድ ","Free"
"ኩንታልዘ በሚል ስያሜ የድጋፍ አሰብሳቢ ኮሚቴ ተቋቋያልያኔ ","Free"
"የመጀመሪያው ዙር የድጋፍ ማሰባሰብ መርሀ ግብር ","Free"
"ከህዳር ጀን እስከ ታህሳስ አሀ ድረስ ባሉት አስር ቀናት ","Free"
"የሚከናወን ይሆናልሀ አንድ ኩንታል እህል በፀአአአ ረአምስት ሺህን የኢትዮጵያ ብር የተተመነ ሲሆን ድጋፍ ","Free"
"አድራጊዎች በግልም ይሁን በቤተሰብ ወይም በማኀበር ድጋፋቸውን ለዚሁ አገልግሎት ተብሎ","Free"
"በተከፈተ በኢትዮጵያ ንግድ ባንከ ቁጥር ተአአአረጌረተፀፀአሀፀፀሀ የሚያሰግቡ ይሆናልጋ ብሩ ","Free"
"ከተሰባሰበ በኋላ የድጋፍ አሰባሳቢ ኮሚቴው አህሉን ገዝቶ ለታሰበለት ማኀበረሰብ እንዲደርስ ያድርጋልጋ ","Free"
"ዘአንድ ሰው አንድ ኩንታል ለላስታ ላሊበላ ማሀበረሰብዘ ተብሎ ለተሰየመው ለዚህ የድጋፍ ","Free"
"አሰባሰብ አስተባባሪዎች የሚከተሉት ናቸውጋ ው ማንኛውም ዜጋ ወደ ሰራዊቱ ","Free"
"የለበትምቱኔ የእኩልነት ጥያቄ ሰራዊቱ መቀላቀል ያስፈልጋልትኔ የሚመጣ ነውትኔ ትልቁ ስህተት በየዘመኑ ","Free"
"ሰራዊቱን ለተረኞች አስረከቦ የዳር ከህሎቱን እና የአመራር ጥበቡን ","Free"
"ያውለዋልጋ ለዚህም ሲባል በሰራዊቱ ውስጥ በፅናት መቆየት ይኖርበታልየኔ ","Free"
"በዚህ ዘመን ሙዚቃ አያስፈልግም ፆለት እንጅ  የሚያቀኝ ያቀኛል ","Free"
"በአደዚህ አይነት ፕሮግራሞች ላይ ቢያንስ ከፀአአፖአ በላይ የኦርቶዶክስ ","Free"
"ተዋህዶ እምነት ተከታወች ነን የምንገኘው እባካችሁ ይቅርብን እኛ ካልሄድን ማንም አይሄድላቸውም ጋ ","Free"
"ጁምናገባኝፖብዩፖዝምንከምል ቾሄአፋር የሚባለው ማህበረሰብ ከገፀፀኗቶ አሊም በፊት በወሎና ","Free"
" ለፀሎት እንነሳ","Free"
"    ህሊናችንን ሰብስብ አድርገን ፀሎታችንን ከፍ ባለ ድምፅ እንዲህ በማለት እንጀምር  ","Free"
"ፍፁም በሆነ ሙሉ እምነት  ","Free"
"ፍፁም በተመሰጠ ልቦና   ","Free"
"በፍፁም መፀፀት   በንፁህ ልቦና","Free"
"እሰግድ ለአብ ወወልድ ወመንፈስ ቅዱስ ","Free"
"እሰግድ ለአብ ወወልድ ወመንፈስ ቅዱስ  አሀተ ስግደተ ","Free"
"እንዘ አሀዱ ሰለስቱ ወእንዘ ሰለስቱ አሀዱ ","Free"
"ይሴለሱ በአካላት ወይትወሀዱ በመለኮት","Free"
"እሰግድ ለእግዝእትነ ማርያም ድንግል ወላዲተ አምላክ","Free"
"እሰግድ ለመስቀለ እግዚእነ ኢየሱስ ክርስቶስ ዘተቀደሰ በደሙ ክቡር","Free"
"መስቀል ሀይልነ ","Free"
"መስቀል ፅንእነ ","Free"
"መስቀል ቤዛነ ","Free"
"መስቀል መድሀኒተ ነፍስነ ","Free"
"አይሁድ ክህዱ ንሀነሰ አመነ ወእለ አመነ በሀይለ መስቀሉ ድሀነ ","Free"
"አምላኬ ሆይ ","Free"
"ስላደረግህልኝ ነገር","Free"
"ስለምታደርግልኝ ነገር","Free"
"ስላላደረክልኝ እና ስለማታደርግልኝም ነገር ሁሉ አመሰግንሀለሁ ","Free"
"ምንም ብበድልህ በፍፁም ቸርነትህና ፍቅርህ ጠብቀህ  በህይወቴ ላይ ይህችን ሰአት ጨምረህ  በተቀደስው ስፍራህ ስላቆምከኝ አመሰግንሀለሁ ","Free"
"መላእክትን በፅርሀ አርያም ","Free"
"ሰማእታትን በደም  ","Free"
"ሀዋርያትን በአፅናፈ አለም ","Free"
"ፃድቃንን በገዳም ያፀናህ አምላክ  እኔንም በሀይማኖት  በፆም  በፀሎትና በምግባር እንድታፀናኝ እለምንሀለሁ ","Free"
"አምላኬ ሆይ ምንም አይነት ፈተና እና መከራ ቢመጣብኝ እስከ መጨረሻዋ የህይወቴ ህቅታ ድረስ አንተን በማመን እንድታፀናኝ  ","Free"
"በህይወቴ ሁሉ አንተን በመፍራት እንድኖር  ሰው ሆኖ የማይበድል የለምና እድሜ ለንስሀ ለቅዱስ ቁርባንም እንድታበቃኝ እለምንሀለሁ ","Free"
"እናቴ እመቤቴ ድንግል ማርያም ሆይ  የእናት ልመና ፊት አያስመልስ  አንገትም አያስቀልስምና ከልጅሽ ከወዳጅሽ ተማልደሽ አማልጅኝ ","Free"
"ለአባ ህርያቆስ ","Free"
"ለአባ ኤፍሬም ","Free"
"ለቅዱስ ያሬድ ","Free"
"ለቅዱስ ደቅስዮስ ","Free"
"ለበላኤሰብ የተለመንሽ እመአምላክ ለእኔም ለደካማው ለጎስቋላው ባርያሽ ተለመኝኝ  ","Free"
"እናቴ ሆይ ምስጋናሽ በዝቶልኝ እንደ ልብስ ለብሼው  እንደ ምግብ ተመግቤው  እንደ ውሀ ጠጥቼው እኖር ዘንድ እርጅኝ ","Free"
"የኔ ሀጢአት ያንቺን ንፅህና አያረክሰውምና በብርሀን እጆችሽ ዳሰሽ ለነፍሴ የድሀነት ምክንያት ሁኚያት ","Free"
"ሊቀ መላእክት ቅዱስ ሚካኤል ሆይ እስራኤላውያንን ከግብፅ ባርነት መርተህ ያወጣህ እኔንም ከዚህ አለም ባርነት ነፃ እንድታወጣኝ እለምንህሀለሁ ","Free"
"የባህራን ወዳጅ  የአፎምያ ረዳት ቅዱስ ሚካኤል ሆይ እኔ ደካማው አገልጋይህን እርዳኝ ","Free"
" የሚፈታተነኝን ሰይጣን ዲያቢሎስንም በበትረ መስቀልህ ቀጥቅጠህ ከእግሬ ስር እንድትጥልልኝ  በሄድኩበትም ሁሉ እንድትጠብቀኝ እማፀንሀለሁ ","Free"
"አምላከ ነቢያት  ","Free"
"አምላከ ሀዋርያት  ","Free"
"አምላከ ደናግል  ","Free"
"አምላከ መነኮሳት ","Free"
"ለቅዱሳንህ ለአብርሀም  ለይስሀቅ   ለያእቆብ የገባኸውን ቃልኪዳን አስበህ እንደ ክፋቴ  እንደ ጥፋቴ  እንደ በደሌ ሳይሆን እንደ ቸርነትህ ትምረኝ ዘንድ ቤተሰቦቼን  ሀገራችንን ህዝባችንን  ቤተክርስቲያናችንንና ሀይማኖታችንን ትጠብቅልን ዘንድ ","Free"
"ዝማሬ ዳዊትን  ","Free"
"ተልእኮ አርድእትን   ","Free"
"ቅዳሴ መላእክትን   ","Free"
"መስዋእተ አቤልን   ","Free"
"እጣነ ዘካርያስን የተቀበልክ አምላክ የእኔንም ፀሎት ትቀበል ዘንድ እለምንሀለሁ ","Free"
" አባታችን ሆይ","Free"
" ሰልፍ ውዬ አሁን ገና ወደ ቤቴ ተመለስኩ  አወገዝነው አልኳችሁ  ","Free"
"በተለይ የአሰሎጠሚዶኮ አቢይ አህመድ አማካሪ የሆነውን ሙሀዘ ጥበባት ዲን ዳንኤል ክብረትን እንደ ጉድ ስናወግዘው ውለን በሰላም ወደየቤታችን ገብተናል  ","Free"
" ወላ ህጋዊ ፓርቲውን አብንን ራሱ ስናወግዘው ነው የዋልነው  ኦነግ አልቀረን  ኦነግ ሸኔ የሚባለው የአቢቹና የሽመልስን ድብቅ ጦር ሁላ ስናወግዝ  ስንፎክርና ስናስፎክር ውለን አሁን ገና ወደቤቴ መድረሴ ነው  ","Free"
"ረስቼው ባልድራስንም ራሱ አውግዘናል ","Free"
" የቀረ የሚወገዝ አለ እኮ  አረንጓዴ ቢጫ ቀይ ባንዲራ አርማው የሆነ  ከሻአቢያ ጋር የከረመ  የኦነግ ወዳጅም የነበረ  እሱንም እናውግዝ እንጂ ብዬ ጥያቄ አቅርቤ ነበረ ","Free"
" የሰልፉ አስተባባሪም ማነው አለኝ የቀድሞው ግንቦት ሰባት የአሁኑ ኢዜማ ብዬ መለስኩለት   ጨልጀዲ  ኡስ  ከውካዋ ወዪ  እሱ ገሌ ነው አይወገዘም አላለኝም  የእኛው ነው ","Free"
" ኢዜማን ኬኛ አለኝ  ኢንጀርጀሪን  ጀርጀርቱ ወዪ ብሎ ኩም አደረገኝ  በዚህ ምክንያት ኢዜማ የመንግስት አጋር መሆኑን ተረዳሁ  ","Free"
"እናም ኡስስስ ጫ ጮጋም ብዬም ሌሎቹን ምደረ አሸበርቲዎቹን እነጁንታና የጁንታ ርዝራዥ ሁላ  አሸባሪውን እስክንድር ነጋንና ባልደራስ የተባለውን አልቃይዳ የሆነ ቡድን  አብን የተባለ የአልሸባብ ታናሽ ወንድም  በብልፅግና ስም ስናወግዝ ውለን ተመለስን እላችኋለሁ ","Offensive"
" ሀሌ ሉያ  ","Free"
" በሰልፉ ላይ የሚያስነጥስ  ሳልየሚስል ብዙ ሰው ከመኖሩ በስተቀር ሁላችንም ተዛዝለን  ስንተሻሽም አፍለአፍ ተጠጋግተን ስንፎክር እና ስንሸልልም ውለን ነው የተመለስነው ","Free"
" የሰልፉ መሪ ለዛሬ ኮሮና የለም አትፍሩም ብለው አረጋግተውናል  ","Free"
"ለማንኛውም ዲያቆን ዳንኤል ክብረት ሆይ መሰደብህ  መታማትህ አልቀረልህምና የፈለከው ፓርቲ ውስጥ ገብተህ እንምረጥህና ጧ ብለው ይፈነዱ እንደሁ እንይ ","Free"
"የምን መንጰርጰር ነው ","Free"
"አይፈሩም  አይፍሩም ","Free"
" ቅድም እንደነገርኳችሁ ዛሬ ጠቅላያችንና ነውጡን በመደገፍ በኦሮሚያ ኦቦ አዲሱ አረጋ ባስተባበሩት የድጋፍ ሰልፍ ላይ ውዮ ድክም ብለሎኝ መመለሴን ነግሪያችሁ እንደነበር ታስታውሳላችሁ ","Free"
" በሰልፉም ላይ የሟቾቹን የአቢቹን እናትና አባት ፎቶ ጭምር ይዘን ነው የወጣነው  ","Free"
"የአቢቹ የልጅነት ፎቶ ሁላ አልቀረንም  እንዲሁ በባዶ ሆዳችን ስንፎክር ውለን ነው የተመለስነው ","Free"
" ጠቅላያችን እንዴት ደስስ እንዳላቸው ቅድም ከኦቦ ታዬ ጋር ስናወራ ነግሮኝ እኔም በጣም ነው ደስስ ያለኝ ","Free"
" ከሰልፉ በኋላ አሁን ትንሽ ተሽሏቸዋልም ብሎኛል ኦቦ ታዬ  ኧረ ጨርሶ ይማራቸው  ወይ ካልሆነ ቶሎ ቶሎ ሰልፍ እንውጣ እንዴ በደንብ እንዲሻላቸው ብዬውም ነበር ኦቦ ታዬን ","Free"
" እስቲ እናስብበታለን  ዘመዴኮ ምን ነፍጠኛው እያለ በየት በኩል ቦለጢቃ ይሰራል ብለህ ነው ብሎም እዝን ሲልም አይቼዋለሁ ኦቦ ታዬን  አይዞኝ ኦቦሌሶ  አንተ ብቻ ወጥረህ ያዛቸው  ","Free"
"በደንብ አብሽቃቸውም  አብን  ባልደራስ  አዴፓን አስነጥስልኝ  እንዳትፋታቸው ብዬ ሞራል ሁላ ሰጥቼው ነው የዋልኩት  አዳሜ ምን ታመጪያለሽ ምድረ አሸበርቲ ሁላ  አለ አባዱላ  ኦኦ ","Free"
"  የዛሬው ሰልፍ ላይ አቢቹ ፅፎ የሰጠንን መፈክር አንድም አላስቀረንም  በሙሉ ይዘን ወጥተን በደንብ ነው ስንፎክርበት  ስንሸልልበት  ፎቶም ስንነሳበት የዋልነው  አበሉም ከባድ ነበር  ","Free"
"ይሄን የብልፅግና ብር  የገበታ ለሀገር ብር እንደጉድ ነው የታደለን  የበርጫም የተረፋቸው አሉ  በጣም ደስስ ይልል ነበር  ","Free"
" ጠቅላዩ ታመው ከተኙበት አልጋ ላይ ሆነው በኦቢኤን በቀጥታ ከአሰላ  ከአዳማ  ከሱሉሉታ  ከሰበታ  ከገፈርሳ  ከሰንዳፋ የሚያስተላለፈውን የፈረስ ጉግሱን  መፈክሩን  የውግዘት ቃሉን ሁላ እየሰሙ በደስታ ከአልጋቸው ላይ ሁሉ ተነስተው ባልፀና እግራቸው ያለደጋፊ መፀዳጃ ቤት ካልሄድኩ ሁላ ብለው በግድነው ያስቀሯቸው ነው ያለኝ ኦቦ ታዬ  ","Free"
"በእውነት የዛሬው ሰልፍ ለጠሚያችን ፈውስ ነው እንደሆናቸው ነበር ነው የነገረኝ  ኦቦ ታዬ ","Free"
"  አሁን ጀርመን ከራየን ወንዝ ዳር ካለው ቤቴ ደርሼ  አረፍ ብዬ  ጠቅላዬ በዛሬው ሰልፍ ላይ ምን ተሰመቷቸው ይሆን ብዬ ወደ ፌስቡካቸው ዘልቄ ገብቼም ነበር ","Free"
" በእውነት ዛሬ እጅግ ደስስ ብሏቸው ነበር ያየኋቸው ","Free"
" በሰልፉ በጣም ነው የረኩት  የተደሰቱትም  አይደለም የገበታ ለሀገርን ብር  አይደለም በኦነግ ሸኔ ስም የተዘረፈውን የባንክ ብር  አይደለም የአረቡ ንጉስ የሰጣቸውን ብር  አይደለም የኖቤሉን ሽልማት ብር  ሌላም ሌላም ብር ከዚህ በላይ ቢያወጡ የሚቆጫቸው አይመስለኝም  ደግሞ ለወጪ  ኦኦ ","Free"
" የደጋፊዎቻቸው ደስታም ገራሚ ነበር ","Free"
" የእኔ ጌታ  ሺ አመት ንገስ  አሜን ሀሌሉያ  የተቀባህ  ስጦታችን  የእኔ ውድ በሚሉ ሜካፕ ባዙ ሲስተሮች ኮመንት ተጥለቅልቆ ነው ያየሁት  ","Free"
"ጥቂት ወንዶችም ነበሩ  የሚበዛው ግን ሴቱ ነው  ","Free"
" በዛሬቅ ሰልፍ ላይ የተነሳነውን ፎቶ ሁሉ በገፃቸው ላይ ለጥፈው ሲፍነከነኩ ቆዩ ","Free"
" በኋላ ላይ ግን ደመቀ መኮንን ይሁን ብርቱካን ሚደቅሳ ብቻ የሆነ ሰው ደውሎ አንደኛውን መፈክር በቶሎ አንሳው  ታስጠቁረናለህ በማለት አስበረገጓቸው  አብን  ባልደራስና አዴፓ የኢትዮጵያ ጠላቶች ናቸው ብለን ስንቀውጠው የዋልንበትን መፈክር አንስተው አስደነገጡኝ ","Free"
" በዚያ ላይ  በፋና  በኢቲቪ  በዋልታ  በኦቢኤን ሲተላለፍ የዋለውን መፈክር ከገፃቸው ላይ ማንሳታቸው ትክክል አልነበረም  አነሱት  ከምር በጣም ነው የበሰጨኝ  በሰጨኝ  በሰጨኝ  በሰጨኝ ","Free"
"  አሁን አብን የሚፈራ ባርቲ ሆኖ ነው ይሄን አሸባሪ የአማራ ቡድን ፈርተው መፈክራችንን ከለጠፉ በኋላ የሚያጠፉት ጦርነት ነው የምንገጥመው በማለት ፎክረው ሲያበቁ ቂሊንጦ ነው ቃሊቲ የወረወሩትን እስክንድር ነጋን ፈርተው ነው ባልደራስን ስናወግዝበት የዋልነውን መፈክር ከገፃቸው ላይ የሚያጠፉት በእውነት ትክክል አይደሉም  ","Free"
"ኦነግስ የሚፈራ ሆኖ ነው ወይ ሸኔስ የምንባለው እኛው አይደለን እንዴ ለምን መፈክሩን እንዳጠፉት እኔማ ኦቦ ታዬን ነገ እጠይቀዋለሁ  ","Free"
"አሁን ቅድም ስደውልለት  አረቄዋን ድገሚልኝ ሲል ስለሰማሁት በስካር አንደበት የሌለ ሌላ ነገር እንዳይዘባርቅብኝ ብዬ ቶሎ ስልኩን አጥፍቼ ነው እንጂ ነገማ ስለዚህ ጉዳይ በደንብ ነው የምጠይቀው ኦቦ ታዬን  ከምር እነ አብን እንዲፈሩ አድርገው ድካማችንን ሁሉ ነው ከአፈር የቀላቀሉት ","Free"
"ብርቱካንስ ኢንተላ ሚደቅሳቲ ሚቲ ማሊፍ ሶዳተን ም እለዋለሁ  ","Free"
"ብርሀኑ ጁላን ኬኛ  መአዛ አሸናፊኒስ ኬኛ  ጄነራሊኒስ ኬኙማ  ኮሎኔሊኒስ ኬኙማ  ፎሊሲኒስ ኬኙማ  ለምንና ማንን ፈርቶ ነው ግን ያነሳው ልክ አይደለም  ","Free"
"አንገታችንን ነው ያስደፋን  በእውነት አሞታል ብዬ ነው እንጂ ከዚህም በላይ እጮህበት ነበር  ሲሪ ሚቲ  ","Free"
"  አንዳንዶቻችሁ ደግሞ ዘመዴ አንተ ለምን ሰልፍ ወጣህም ያላችሁኝ አላችሁ  ሰልፍ መውጣት እኮ መብቴ መሰለኝ ","Free"
" አዎ መብቴ ነው  በመብቴማ ቀልድ የለም  ነገር ግን እውነት ከመናገር እኔ ሰልፍ የወጣሁት በመስሪያ ቤታችን እንደ ዘመነ ደርግና ዘመነ ህወሀት ሰልፉ ግዳጅ ስለሆነ ነው የወጣሁት ","Free"
" በማስታወቂያም  በካድሬም ዋ ትቀሩና ስላሉኝ ነው የወጣሁት ","Free"
" ደግሞ ቀርቼ  እንደለመዱት ቢያርዱኝስ ቢወግሩኝስ ብሎም የወጣ እንዳለ ኦቦ ታዬም ነግሮኛል  ","Free"
"እናም እኔ እንኳን አልዋሻችሁም ፈርቼ ነው የወጣሁት  ","Free"
" አብን የኢትዮጵያ ጠላት ነው   ","Offensive"
"  ባልደራስ አልሸባብ ነው  ","Offensive"
" ኦነግ ተው ግን  ተው ግን አታስፎግረን  አታስጠጣን  አደራ ረቢ  አደራ ዋቃ  ","Offensive"
"  ኢዜማን ጉዲፈቻ ኬኛ   ኬኙማ  ","Offensive"
" እስክንድር ነጋ አሸበርቲ ነው   እስክንድር ኦሳማ ቢላድንም ነው   ነፍሰ ገዳይም ነው  በወለጋ  በቤኒሻንጉል አማሮችን ያረደው  በጅምላም ያስቀበረው አሸባሪው እስክንድር ነጋ ነው  አስቴርም እንደዚያው ናት   ስንታየሁ ቸኮልም ነው   ይሰቀሉልን   ጃዋር ይፈታ   እስክንድር ይሰቀል   ስንል ነው የዋልነው  ዳንኤል ክብረትንንማ አላስተረፍነውም  ","Offensive"
"  ሰሞኑን ደግሞ ራርተው ባልደራስና አብን የሚጠሩት ሰልፍ ካለና ከተፈቀደላቸው እኔም ጉድ ለማየት ስል በድጋሚ ሰልፍ የጠሩበት ከተማ በመሄድ ሰልፋቸው ላይ እገኛለሁ ብዬም አስቤያለሁ ","Free"
" የትኬት የሚችለኝ እና እስፖንሰርም እያፈላለኩ ነው  የዛሬውን ብልፅግና ነው የቻለኝ  ","Free"
"ኦኦ እሱማ ከ ባንክ የተዘረፈ ገንዘብ ነው በሉኝ አሏችሁ  ወሬያም ሁላ   አለ አባዱላ  ","Offensive"
"ነጋቲ ቡላ  ","Free"
"በመደለቱ ያናደደኝ የዛሬው የሰልፋችን መፈክር  ወያኔ ጁንታ  ኦነግ ሸኔ  ባልደራስና አብን የኢትዮጵያ ህዝብ ጠላቶች ናቸው  የሚለውን ምርጥ መፈክር ጠሚዬ መደለት አልነበረባቸውም ","Free"
" ይሄ ፈሪ ያስበለናል  ሂኢ","Offensive"
"ለሟቾቹ የአቢቹ እናትና አባትም ነፍስ ይማር በሉ ተብለን ነፍስ ይማር ስንል ውለናል  አቡቹዬ የኔጩጬ  እሙንዱኖእሹ አያምርም በጌታቸው እምጷ   ቱ   ቱ   ቱ   ከአይን ያውጣህ አባቴ  የእኔ እናት አቢቹ ኮ በጩጬነቱም እኮ ያለ ሜካፕ ያምራል  ","Free"
"ዛሬ አቢቹ ኮ ለዘላለም አንተው ግዛን ስንል ነው የዋልነው  ","Free"
"ጃዋርና እስክንድርን መቼም ቀላል አሳበድናቸው መሰላችሁ ሂኢ","Free"
"አንዳንዶች ከምርቃና በኋላ ልክ አላደረጉም  ","Free"
"እነዚህ የጃዋር ርዝራዦች  የአብን ተላላኪዎች  የባልደራስ ፈረሶች ናቸው  ፀረ ብልፅግና ሁላ    ኤትአባቴንስና እስተ ዶቃ ማሰሪያቸው ነገርኳቸው  ","Offensive"
"ኦቦ ታዬ አበል ጨምር ","Free"
"የማንቂያ ደወል እኛና አለም ለሚቱ ጭንቅ ላይ ናት  ከባድ ጭንቅ ላይ ናት  ታግላ የማትጥለው ጠላት ነው የገጠማት ","Free"
" እናም ጎዶኞቼ ምሽት   ሰአት ሲሆን ጫ ጮጋም ብላችሁ የዛሬ የእለተ ረቡእ መርሀ ግብራችንን በያላችሁበት ሰብሰብ ብላችሁ ትከታተሉ ዘንድ ከወዲሁ እናሳውቃችኋለን  ጠብቁን  ከኢትዮጵያ ወጪ ያላችሁ ደግሞ በ      ም ላይ ተመልከቱን   ","Free"
" ደግሞም አለን ዘመዴ አለን ከጉለሌ  ከሸጎሌ  ከቦሌ  ከባሌ  ከሱሉልታ  ከሚኒሶታ  ከአትላንታ  ከሀረር  ከጎንደር  ከአፋር  ከጋምቤላ  ወዘተረፈ ለማለት ደግሞ     የተሰኘውን የቴሌግራም ግሩፕ ጠንቆል አድርገው ይግቡና አብረውኝ ይንጫጩ  አለን አለን ዘመዴ    ","Free"
" ነጭነጯን ብቻ ጠብቁኝ ሰምታችኋል    አ","Free"
" መፋታት የለም  ብቻ ጫ  ጮጋም ብላችሁ ጠብቁን  አይደለም የቴሌቭዥን የአየር ሞገድ እስትንፋሳችንም ቢታፈን እጅ መስጠት ብሎ ነገር የለም  ","Free"
"እኛ እስከመጨረሻው ድረስ የተቻለንን ሁሉ እየሞከርን ነው  እናንተም በትእግስት ጠብቁን  ","Free"
"ሰምታችኋል   ","Free"
"ከምር  ጓ ማ እየበዛ ነው ","Free"
" በምእራብ ኢትዮጵያ ገበሬው ታርዷል  ማሳው ላይ የተዘራው የደረሰ እህልም ወድሟል  በጎተራው የቀረውም በእሳት እንዲጋይ ተደርጓል  ቀዬውን ትቶ እንዲሰደድም ተደርጓል  ወለጋ እና ቤኒሻንጉል  እንዲሁም ደቡብና ትግራይ ውስጥ በቀጣይ ረሀቡ ያሰጋል ","Free"
" ትርፍ አምራቹ ህዝብ እንኳን ለከተማው ህዝብ ሊሆን ለራሱ የሚበላው ያጣል  ረሀብ  ረሀብ  ረሀብ   ጓ","Free"
" በትግራይ ከ ሚልየን ህዝብ በላይ ታይቶ በማይታወቅ መልኩ ለከፍተኛ ረሀብ መጋለጡ ተሰምቷል","Free"
"የደረሰ ሰብሉን ከአንበጣ ለማስጣል ግብግብ ውስጥ የነበረው የትግራይ ህዝብ ጦርነቱ ድንገት በመጀመሩ ገሚሱ ተሰደደ  ገሚሱ ተገደለ  ገሚሱ አሁን በአስከፊ ሰቆቃ ውስጥ እንደሆነ እያየንም እየሰመማንም ነው  የንግድ ድርጅት ሱቆችም  የግለሰብ መኖሪያ ቤቶችም ተዘርፈዋል  ፋብሪካዎች ግዙፍ ማሽኖቻቸው ተዘርፈው ተወስዷል  መብራት የለም  ትራንስፖርት የለም  ሀኪም ቤቶች ተዘርፈዋል  ","Free"
"መድሀኒት ባለመኖሩም ብዙዎች እየሞቱ ነው ተብሏል  አስገድዶ መድፈርና ግድያውም በርክቷል  የክልሉ አዲሱ አስተዳዳሪ ዶር ሙሉ ነጋ ሰሞኑን በግልፅ  የኤርትራ ሰራዊት ትግራይ ውስጥ ገብቶ ህዝብ ላይ ግፍ እየፈፀመ ነው","Free"
" ረሀብ  ጦርነት  በሽታ  ጓ    ","Free"
"  መጪው ምርጫም ከወዲሁ አስፈሪነቱ መታየት ጀምሯል  መንግስት ተብዬው ተፎካካሪዎቹን ከወዲሁ በጠላትነት ፈርጆ ማስፈራራቱን በፉከራ  በቀረርቶ  በዛቻና  በማስዶኮክ መፈክር ይዞ አደባባይ በመውጣት በግልፅ ጀምሮታል  ምርጫ ቦርድም የግዱን ሁለተኛ እንዳይደገም የሚል መግለጫ ለማስመሰል ቢያወጣም ዛሬም ተሰላፊዎቹ ለምርጫ ቦርድ ማስጠንቀቂያ ጆሮ ባለመስጠት ዋ የሚለውን  መፈክራቸውን ይዘው ደግም አደባባይ ከመውጣት አለመቦዘናቸው ሲታይ መጪው ምርጫ  ጓ የሚል ይመስላል  ጓ     ","Free"
